dose	dose_unit	time	time_unit	pc	IRS_per_vol	nad	nadh	nadh_nad	nadh_ratio	atp	fbp_dhap_grap	g6p	adp	atp_adp	atp_ratio	dhap	lac	pyr	pg3	f26bp	pep	pg2	f6p	fbp	grap	phos	unit	measurement	species	study	experiment
7.0	mM 	14.1	min	3.0	0.007206500550225709																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	14.2	min	3.0	0.007430569198502051																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	14.3	min	3.0	0.0074723380928671534																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	14.4	min	3.0	0.007470776638872197																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	14.500000000000002	min	3.0	0.007475461000857068																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	14.6	min	3.0	0.007456918734666952																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	14.7	min	3.0	0.007578516964524235																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	14.8	min	3.0	0.007605256864187876																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	14.9	min	3.0	0.007671618658973552																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.000000000000002	min	3.0	0.007744616633237797																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.1	min	3.0	0.007832448420454134																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.2	min	3.0	0.007984690184962449																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.3	min	3.0	0.008151960944172226																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.4	min	3.0	0.008265361540555986																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.500000000000002	min	3.0	0.008292101440219626																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.6	min	3.0	0.008448442021464705																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.7	min	3.0	0.008538225626174737																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.8	min	3.0	0.008538615989673476																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	15.9	min	3.0	0.008540762988916543																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.0	min	3.0	0.008528271356956024																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.1	min	3.0	0.008410576762086995																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.200000000000003	min	3.0	0.008232375824912517																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.299999999999997	min	3.0	0.008148057309183972																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.4	min	3.0	0.008084428058890333																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.5	min	3.0	0.007821127878990693																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.6	min	3.0	0.007662640298502549																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.700000000000003	min	3.0	0.007612673770663922																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.799999999999997	min	3.0	0.007951899651067488																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	16.9	min	3.0	0.007294722700940785																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.0	min	3.0	0.007352691680503567																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.1	min	3.0	0.007335320504809669																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.200000000000003	min	3.0	0.007338833776297461																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.299999999999997	min	3.0	0.007338248231050214																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.4	min	3.0	0.007338248231050214																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.5	min	3.0	0.007338248231050214																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.6	min	3.0	0.007338248231050214																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.700000000000003	min	3.0	0.007338443412799584																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.799999999999997	min	3.0	0.0073380530493008436																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	17.9	min	3.0	0.007339419321546432																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.0	min	3.0	0.007334539777812191																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.1	min	3.0	0.007348983227265543																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.200000000000003	min	3.0	0.007208452367719406																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.3	min	3.0	0.007202011369990207																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.4	min	3.0	0.0071026638595610625																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.5	min	3.0	0.00705562505796298																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.6	min	3.0	0.007152825569149059																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.700000000000003	min	3.0	0.007066555235927681																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.8	min	3.0	0.006915484561915581																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	18.9	min	3.0	0.006945737733067875																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.0	min	3.0	0.006878204847785981																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.1	min	3.0	0.006803645419525918																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.200000000000003	min	3.0	0.0068030598742786705																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.3	min	3.0	0.006822187685716896																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.4	min	3.0	0.006692782185884827																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.5	min	3.0	0.006580552679997286																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.6	min	3.0	0.006687317096902477																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.700000000000003	min	3.0	0.006667994103714883																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.8	min	3.0	0.006672288102201015																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	19.9	min	3.0	0.006671117011704797																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	20.0	min	3.0	0.006748604166204542																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	20.1	min	3.0	0.006801498420283714																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	20.200000000000003	min	3.0	0.006853807129114776																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	20.3	min	3.0	0.00692173037789541																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	20.4	min	3.0	0.007116326582016937																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	20.5	min	3.0	0.007108714493791522																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	20.6	min	3.0	0.007180151014060808																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
7.0	mM 	20.700000000000003	min	3.0	0.007206695731975079																						mM/min 	rate	human	Alcazar2019_Etc1	Experiment7
																															
7.0	mM 	0.0	min	3.0	0.008017436642966924																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.0999999999999996	min	3.0	0.007881489234111583																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.200000000000001	min	3.0	0.00782463849949935																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.3000000000000007	min	3.0	0.0077410926373300696																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.4000000000000003	min	3.0	0.0070707483231197375																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.5	min	3.0	0.007174068353849796																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.5999999999999996	min	3.0	0.007058389467767069																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.7000000000000011	min	3.0	0.007521599366305446																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.8000000000000007	min	3.0	0.007189887688698418																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	0.9000000000000004	min	3.0	0.006561563482679737																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.0	min	3.0	0.00612554306591461																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.0999999999999996	min	3.0	0.006823076861896009																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.200000000000001	min	3.0	0.006425121719610378																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.3000000000000007	min	3.0	0.006348991170651387																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.4000000000000004	min	3.0	0.006297578332393369																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.5	min	3.0	0.0072373456932442815																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.5999999999999996	min	3.0	0.00754483401436436																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.700000000000001	min	3.0	0.007371315685243544																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.8000000000000007	min	3.0	0.008191449326301758																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	1.9000000000000004	min	3.0	0.006794898671696902																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.0	min	3.0	0.007547305785434457																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.1	min	3.0	0.00745090671370067																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.200000000000001	min	3.0	0.007487488925538107																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.3000000000000007	min	3.0	0.007474635715973603																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.4000000000000004	min	3.0	0.007486500217110069																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.5	min	3.0	0.007452884130556748																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.6	min	3.0	0.007744058762614185																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.700000000000001	min	3.0	0.00814695744704001																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.8000000000000007	min	3.0	0.008610167345576205																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	2.9000000000000004	min	3.0	0.010506510110554694																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.0	min	3.0	0.013163169656695046																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.1	min	3.0	0.017641030127282936																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.200000000000001	min	3.0	0.02216041635184846																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.3000000000000007	min	3.0	0.02698976266860415																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.4000000000000004	min	3.0	0.03162927696717639																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.5	min	3.0	0.03651893449804246																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.6	min	3.0	0.040764942842255236																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.700000000000001	min	3.0	0.044141382124007866																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.8000000000000007	min	3.0	0.04669521599363218																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	3.9	min	3.0	0.04820447940903346																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.0	min	3.0	0.04804430864369117																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.1	min	3.0	0.046943876163283944																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.200000000000001	min	3.0	0.044582346082913185																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.300000000000001	min	3.0	0.042250477255381405																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.4	min	3.0	0.03899861523556386																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.5	min	3.0	0.03557718972033547																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.6	min	3.0	0.032493902487496354																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.700000000000001	min	3.0	0.029201997776338865																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.800000000000001	min	3.0	0.026588347046820386																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	4.9	min	3.0	0.02417144929447945																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.0	min	3.0	0.022814941331210165																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.1	min	3.0	0.02145151240894243																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.200000000000001	min	3.0	0.019893307926355405																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.300000000000001	min	3.0	0.018715261834347133																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.4	min	3.0	0.017935665238836326																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.5	min	3.0	0.016804088442948062																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.6	min	3.0	0.016232614971541614																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.700000000000001	min	3.0	0.015554855344120991																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.800000000000001	min	3.0	0.014569113041366271																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	5.9	min	3.0	0.013604133615600368																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.000000000000002	min	3.0	0.012645580794614532																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.1	min	3.0	0.012589224414218503																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.200000000000001	min	3.0	0.0122352667969806																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.299999999999999	min	3.0	0.012167540269659938																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.4	min	3.0	0.011501645143375783																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.500000000000002	min	3.0	0.01148730887116922																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.6	min	3.0	0.011001358678788131																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.700000000000001	min	3.0	0.010897544293844054																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.799999999999999	min	3.0	0.010614773683424946																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	6.9	min	3.0	0.010550507635602422																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.000000000000002	min	3.0	0.010209403227929023																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.1	min	3.0	0.010215829832711276																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.200000000000001	min	3.0	0.01005170423365683																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.299999999999999	min	3.0	0.009199437568687352																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.4	min	3.0	0.009306712433129565																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.500000000000002	min	3.0	0.009332913206470412																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.6	min	3.0	0.008981427360304788																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.700000000000001	min	3.0	0.008816807407036322																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.799999999999999	min	3.0	0.008841030763521092																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	7.9	min	3.0	0.008838558992453178																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	8.000000000000002	min	3.0	0.008838558992453178																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	8.1	min	3.0	0.008838558992453178																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	8.200000000000001	min	3.0	0.008838558992453178																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	8.299999999999999	min	3.0	0.008838558992453178																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	8.4	min	3.0	0.008838558992453178																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	8.500000000000002	min	3.0	0.008838558992453178																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
7.0	mM 	8.6	min	3.0	0.008838558992453178																						mM/min 	rate	mouse	Alcazar2019_Etc7	Experiment8
